treeModel rep method clockModel mse
D750_3_25 rep039 emd trilnormcave 22.0807
D750_3_25 rep039 emd trilnorm 172.712
D750_3_25 rep039 emd trilnormvex 26.0179
D750_3_25 rep040 emd quartlnorm 38.3071
D750_3_25 rep040 emd trilnormcave 17.4978
D750_3_25 rep040 emd trilnorm 179.944
D750_3_25 rep040 emd trilnormvex 24.4674
D750_3_25 rep041 emd quartlnorm 55.514
D750_3_25 rep041 emd trilnormcave 25.5695
D750_3_25 rep041 emd trilnorm 140.965
D750_3_25 rep041 emd trilnormvex 23.2781
D750_3_25 rep042 emd quartlnorm 95.5413
D750_3_25 rep042 emd trilnormcave 10.7836
D750_3_25 rep042 emd trilnorm 39.3097
D750_3_25 rep042 emd trilnormvex 52.218
D750_3_25 rep043 emd quartlnorm 42.6004
D750_3_25 rep043 emd trilnormcave 32.3605
D750_3_25 rep043 emd trilnorm 79.2748
D750_3_25 rep043 emd trilnormvex 10.5441
D750_3_25 rep044 emd quartlnorm 47.0458
D750_3_25 rep044 emd trilnormcave 14.4505
D750_3_25 rep044 emd trilnorm 19.0656
D750_3_25 rep044 emd trilnormvex 50.3032
D750_3_25 rep045 emd quartlnorm 55.7099
D750_3_25 rep045 emd trilnormcave 27.569
D750_3_25 rep045 emd trilnorm 18.5477
D750_3_25 rep045 emd trilnormvex 47.1047
D750_3_25 rep046 emd quartlnorm 62.703
D750_3_25 rep046 emd trilnormcave 16.4641
D750_3_25 rep046 emd trilnorm 31.7906
D750_3_25 rep046 emd trilnormvex 31.7157
D750_3_25 rep047 emd quartlnorm 70.0939
D750_3_25 rep047 emd trilnormcave 14.9081
D750_3_25 rep047 emd trilnorm 29.0721
D750_3_25 rep047 emd trilnormvex 20.1935
D750_3_25 rep048 emd quartlnorm 72.09
D750_3_25 rep048 emd trilnormcave 13.1125
D750_3_25 rep048 emd trilnorm 23.9928
D750_3_25 rep048 emd trilnormvex 45.4709
D750_3_25 rep049 emd quartlnorm 34.6773
D750_3_25 rep049 emd trilnormcave 22.8334
D750_3_25 rep049 emd trilnorm 28.9402
D750_3_25 rep049 emd trilnormvex 27.4547
D750_3_25 rep050 emd quartlnorm 95.9222
D750_3_25 rep050 emd trilnormcave 25.7505
D750_3_25 rep050 emd trilnorm 15.5612
D750_3_25 rep050 emd trilnormvex 81.5237
D750_3_25 rep051 emd quartlnorm 44.3222
D750_3_25 rep051 emd trilnormcave 16.7385
D750_3_25 rep051 emd trilnorm 22.8858
D750_3_25 rep051 emd trilnormvex 44.7995
D750_3_25 rep052 emd quartlnorm 61.7142
D750_3_25 rep052 emd trilnormcave 18.973
D750_3_25 rep052 emd trilnorm 36.9654
D750_3_25 rep052 emd trilnormvex 167.415
D750_3_25 rep053 emd quartlnorm 24.1252
D750_3_25 rep053 emd trilnormcave 18.2414
D750_3_25 rep053 emd trilnorm 46.2766
D750_3_25 rep053 emd trilnormvex 54.6513
D750_3_25 rep054 emd quartlnorm 96.6951
D750_3_25 rep054 emd trilnormcave 19.6169
D750_3_25 rep054 emd trilnorm 23.0717
D750_3_25 rep054 emd trilnormvex 17.902
D750_3_25 rep055 emd quartlnorm 37.0735
D750_3_25 rep055 emd trilnormcave 18.2637
D750_3_25 rep055 emd trilnorm 26.5737
D750_3_25 rep055 emd trilnormvex 62.7335
D750_3_25 rep056 emd quartlnorm 57.7502
D750_3_25 rep056 emd trilnormcave 9.48566
D750_3_25 rep056 emd trilnorm 24.3077
D750_3_25 rep056 emd trilnormvex 18.1408
D750_3_25 rep057 emd quartlnorm 56.0933
D750_3_25 rep057 emd trilnormcave 21.7449
D750_3_25 rep057 emd trilnorm 55.4008
D750_3_25 rep057 emd trilnormvex 22.952
D750_3_25 rep058 emd quartlnorm 152.832
D750_3_25 rep058 emd trilnormcave 9.18806
D750_3_25 rep058 emd trilnorm 71.555
D750_3_25 rep058 emd trilnormvex 11.2762
D750_3_25 rep059 emd quartlnorm 36.1864
D750_3_25 rep059 emd trilnormcave 24.141
D750_3_25 rep059 emd trilnorm 56.1601
D750_3_25 rep059 emd trilnormvex 15.7749
D750_3_25 rep060 emd quartlnorm 45.1092
D750_3_25 rep060 emd trilnormcave 25.7314
D750_3_25 rep060 emd trilnorm 129.777
D750_3_25 rep060 emd trilnormvex 85.2459
D750_3_25 rep061 emd quartlnorm 46.7811
D750_3_25 rep061 emd trilnormcave 19.0498
D750_3_25 rep061 emd trilnorm 11.8864
D750_3_25 rep061 emd trilnormvex 25.3845
D750_3_25 rep062 emd quartlnorm 99.4269
D750_3_25 rep062 emd trilnormcave 31.7306
D750_3_25 rep062 emd trilnorm 29.4818
D750_3_25 rep062 emd trilnormvex 66.7125
D750_3_25 rep063 emd quartlnorm 32.5631
D750_3_25 rep063 emd trilnormcave 12.874
D750_3_25 rep063 emd trilnorm 39.6588
D750_3_25 rep063 emd trilnormvex 140.201
D750_3_25 rep064 emd quartlnorm 40.5269
D750_3_25 rep064 emd trilnormcave 26.0551
D750_3_25 rep064 emd trilnorm 55.5924
D750_3_25 rep064 emd trilnormvex 27.2115
D750_3_25 rep065 emd quartlnorm 120.298
D750_3_25 rep065 emd trilnormcave 11.5673
D750_3_25 rep065 emd trilnorm 26.014
D750_3_25 rep065 emd trilnormvex 36.0745
D750_3_25 rep066 emd quartlnorm 43.8668
D750_3_25 rep066 emd trilnormcave 24.2757
D750_3_25 rep066 emd trilnorm 37.3656
D750_3_25 rep066 emd trilnormvex 59.8256
D750_3_25 rep067 emd quartlnorm 66.4978
D750_3_25 rep067 emd trilnormcave 24.8442
D750_3_25 rep067 emd trilnorm 29.1497
D750_3_25 rep067 emd trilnormvex 44.5524
D750_3_25 rep068 emd quartlnorm 64.3222
D750_3_25 rep068 emd trilnormcave 85.0452
D750_3_25 rep068 emd trilnorm 31.1287
D750_3_25 rep068 emd trilnormvex 53.9843
D750_3_25 rep069 emd quartlnorm 87.5005
D750_3_25 rep069 emd trilnormcave 5.51989
D750_3_25 rep069 emd trilnorm 16.9862
D750_3_25 rep069 emd trilnormvex 13.1804
D750_3_25 rep070 emd quartlnorm 52.3111
D750_3_25 rep070 emd trilnormcave 43.9615
D750_3_25 rep070 emd trilnorm 235.708
D750_3_25 rep070 emd trilnormvex 63.9627
D750_3_25 rep071 emd quartlnorm 775.258
D750_3_25 rep071 emd trilnormcave 15.8912
D750_3_25 rep071 emd trilnorm 12.0317
D750_3_25 rep071 emd trilnormvex 24.9813
D750_3_25 rep072 emd quartlnorm 49.6615
D750_3_25 rep072 emd trilnormcave 22.4671
D750_3_25 rep072 emd trilnorm 49.7982
D750_3_25 rep072 emd trilnormvex 42.3229
D750_3_25 rep073 emd quartlnorm 39.2079
D750_3_25 rep073 emd trilnormcave 12.2943
D750_3_25 rep073 emd trilnorm 10.5617
D750_3_25 rep073 emd trilnormvex 9.86
D750_3_25 rep074 emd quartlnorm 33.7054
D750_3_25 rep074 emd trilnormcave 14.9945
D750_3_25 rep074 emd trilnorm 139.653
D750_3_25 rep074 emd trilnormvex 29.8523
D750_3_25 rep075 emd quartlnorm 27.8727
D750_3_25 rep075 emd trilnormcave 30.2652
D750_3_25 rep075 emd trilnorm 21.2338
D750_3_25 rep075 emd trilnormvex 138.358
D750_3_25 rep076 emd quartlnorm 92.8191
D750_3_25 rep076 emd trilnormcave 27.7969
D750_3_25 rep076 emd trilnorm 78.0008
D750_3_25 rep076 emd trilnormvex 21.7209
D750_3_25 rep077 emd quartlnorm 59.0556
D750_3_25 rep077 emd trilnormcave 11.4987
D750_3_25 rep077 emd trilnorm 41.292
D750_3_25 rep077 emd trilnormvex 21.6403
D750_3_25 rep078 emd quartlnorm 81.7311
D750_3_25 rep078 emd trilnormcave 25.7657
D750_3_25 rep078 emd trilnorm 35.4942
D750_3_25 rep078 emd trilnormvex 21.0765
D750_3_25 rep079 emd quartlnorm 89.7581
D750_3_25 rep079 emd trilnormcave 26.3376
D750_3_25 rep079 emd trilnorm 18.8457
D750_3_25 rep079 emd trilnormvex 27.9601
D750_3_25 rep080 emd quartlnorm 72.4316
D750_3_25 rep080 emd trilnormcave 56.6796
D750_3_25 rep080 emd trilnorm 37.7572
D750_3_25 rep080 emd trilnormvex 81.2125
D750_3_25 rep081 emd quartlnorm 17.387
D750_3_25 rep081 emd trilnormcave 167.982
D750_3_25 rep081 emd trilnorm 15.7307
D750_3_25 rep081 emd trilnormvex 30.3944
D750_3_25 rep082 emd quartlnorm 22.3144
D750_3_25 rep082 emd trilnormcave 28.3622
D750_3_25 rep082 emd trilnorm 39.7943
D750_3_25 rep082 emd trilnormvex 36.9159
D750_3_25 rep083 emd quartlnorm 39.4502
D750_3_25 rep083 emd trilnormcave 13.4919
D750_3_25 rep083 emd trilnorm 29.9713
D750_3_25 rep083 emd trilnormvex 58.9211
D750_3_25 rep084 emd quartlnorm 28.514
D750_3_25 rep084 emd trilnormcave 11.092
D750_3_25 rep084 emd trilnorm 29.213
D750_3_25 rep084 emd trilnormvex 102.759
D750_3_25 rep085 emd quartlnorm 68.8902
D750_3_25 rep085 emd trilnormcave 21.5913
D750_3_25 rep085 emd trilnorm 62.8478
D750_3_25 rep085 emd trilnormvex 30.4651
D750_3_25 rep086 emd quartlnorm 30.4859
D750_3_25 rep086 emd trilnormcave 8.65769
D750_3_25 rep086 emd trilnorm 31.408
D750_3_25 rep086 emd trilnormvex 29.855
D750_3_25 rep087 emd quartlnorm 32.8391
D750_3_25 rep087 emd trilnormcave 6.0375
D750_3_25 rep087 emd trilnorm 21.529
D750_3_25 rep087 emd trilnormvex 51.346
D750_3_25 rep088 emd quartlnorm 79.2423
D750_3_25 rep088 emd trilnormcave 22.1601
D750_3_25 rep088 emd trilnorm 75.7177
D750_3_25 rep088 emd trilnormvex 35.6043
D750_3_25 rep089 emd quartlnorm 33.3219
D750_3_25 rep089 emd trilnormcave 15.02
D750_3_25 rep089 emd trilnorm 59.6641
D750_3_25 rep089 emd trilnormvex 75.2428
D750_3_25 rep090 emd quartlnorm 59.0019
D750_3_25 rep090 emd trilnormcave 8.37157
D750_3_25 rep090 emd trilnorm 22.6327
D750_3_25 rep090 emd trilnormvex 100.906
D750_3_25 rep091 emd quartlnorm 82.6944
D750_3_25 rep091 emd trilnormcave 15.8153
D750_3_25 rep091 emd trilnorm 93.5362
D750_3_25 rep091 emd trilnormvex 31.9932
D750_3_25 rep092 emd quartlnorm 31.0365
D750_3_25 rep092 emd trilnormcave 7.49333
D750_3_25 rep092 emd trilnorm 40.125
D750_3_25 rep092 emd trilnormvex 13.888
D750_3_25 rep093 emd quartlnorm 22.9568
D750_3_25 rep093 emd trilnormcave 16.457
D750_3_25 rep093 emd trilnorm 10.7891
D750_3_25 rep093 emd trilnormvex 15.5964
D750_3_25 rep094 emd quartlnorm 48.4089
D750_3_25 rep094 emd trilnormcave 34.32
D750_3_25 rep094 emd trilnorm 42.243
D750_3_25 rep094 emd trilnormvex 51.6291
D750_3_25 rep095 emd quartlnorm 22.3134
D750_3_25 rep095 emd trilnormcave 8.4542
D750_3_25 rep095 emd trilnorm 45.4582
D750_3_25 rep095 emd trilnormvex 50.5097
D750_3_25 rep096 emd quartlnorm 92.7663
D750_3_25 rep096 emd trilnormcave 21.5945
D750_3_25 rep096 emd trilnorm 33.3963
D750_3_25 rep096 emd trilnormvex 23.626
D750_3_25 rep097 emd quartlnorm 327.651
D750_3_25 rep097 emd trilnormcave 7.01829
D750_3_25 rep097 emd trilnorm 18.2464
D750_3_25 rep097 emd trilnormvex 53.159
D750_3_25 rep098 emd quartlnorm 87.1624
D750_3_25 rep098 emd trilnormcave 93.5121
D750_3_25 rep098 emd trilnorm 39.6085
D750_3_25 rep098 emd trilnormvex 55.0611
D750_3_25 rep099 emd quartlnorm 74.5028
D750_3_25 rep099 emd trilnormcave 13.3256
D750_3_25 rep099 emd trilnorm 17.3273
D750_3_25 rep099 emd trilnormvex 42.7843
D750_3_25 rep100 emd quartlnorm 26.6682
D750_3_25 rep100 emd trilnormcave 20.3354
D750_3_25 rep100 emd trilnorm 86.7476
D750_3_25 rep100 emd trilnormvex 20.8654
D995_11_10 rep001 emd quartlnorm 1.00596
D995_11_10 rep001 emd trilnormcave 0.266944
D995_11_10 rep001 emd trilnorm 0.391741
D995_11_10 rep001 emd trilnormvex 0.349663
D995_11_10 rep002 emd quartlnorm 0.282741
D995_11_10 rep002 emd trilnormcave 0.157841
D995_11_10 rep002 emd trilnorm 0.312259
D995_11_10 rep002 emd trilnormvex 0.289746
D995_11_10 rep003 emd quartlnorm 0.254533
D995_11_10 rep003 emd trilnormcave 0.255246
D995_11_10 rep003 emd trilnorm 0.239261
D995_11_10 rep003 emd trilnormvex 0.253885
D995_11_10 rep004 emd quartlnorm 0.492836
D995_11_10 rep004 emd trilnormcave 0.289053
D995_11_10 rep004 emd trilnorm 0.285738
D995_11_10 rep004 emd trilnormvex 0.2836
D995_11_10 rep005 emd quartlnorm 0.693383
D995_11_10 rep005 emd trilnormcave 0.33683
D995_11_10 rep005 emd trilnorm 0.435649
D995_11_10 rep005 emd trilnormvex 0.227249
D995_11_10 rep006 emd quartlnorm 0.817493
D995_11_10 rep006 emd trilnormcave 0.165211
D995_11_10 rep006 emd trilnorm 0.23277
D995_11_10 rep006 emd trilnormvex 0.408332
D995_11_10 rep007 emd quartlnorm 0.501868
D995_11_10 rep007 emd trilnormcave 0.0956277
D995_11_10 rep007 emd trilnorm 0.398397
D995_11_10 rep007 emd trilnormvex 0.387849
D995_11_10 rep008 emd quartlnorm 0.331533
D995_11_10 rep008 emd trilnormcave 0.292678
D995_11_10 rep008 emd trilnorm 0.390929
D995_11_10 rep008 emd trilnormvex 0.264864
D995_11_10 rep009 emd quartlnorm 0.430095
D995_11_10 rep009 emd trilnormcave 0.17439
D995_11_10 rep009 emd trilnorm 0.34371
D995_11_10 rep009 emd trilnormvex 0.365807
D995_11_10 rep010 emd quartlnorm 0.233581
D995_11_10 rep010 emd trilnormcave 0.135928
D995_11_10 rep010 emd trilnorm 0.246985
D995_11_10 rep010 emd trilnormvex 0.291462
D995_11_10 rep011 emd quartlnorm 0.221661
D995_11_10 rep011 emd trilnormcave 0.180087
D995_11_10 rep011 emd trilnorm 0.28579
D995_11_10 rep011 emd trilnormvex 0.313413
D995_11_10 rep012 emd quartlnorm 0.535571
D995_11_10 rep012 emd trilnormcave 0.196743
D995_11_10 rep012 emd trilnorm 0.29575
D995_11_10 rep012 emd trilnormvex 0.298584
D995_11_10 rep013 emd quartlnorm 0.254468
D995_11_10 rep013 emd trilnormcave 0.170338
D995_11_10 rep013 emd trilnorm 0.205054
D995_11_10 rep013 emd trilnormvex 0.206236
D995_11_10 rep014 emd quartlnorm 0.191913
D995_11_10 rep014 emd trilnormcave 0.149618
D995_11_10 rep014 emd trilnorm 0.580244
D995_11_10 rep014 emd trilnormvex 0.317018
D995_11_10 rep015 emd quartlnorm 0.216702
D995_11_10 rep015 emd trilnormcave 0.203403
D995_11_10 rep015 emd trilnorm 0.467484
D995_11_10 rep015 emd trilnormvex 0.295043
D995_11_10 rep016 emd quartlnorm 0.279369
D995_11_10 rep016 emd trilnormcave 0.147708
D995_11_10 rep016 emd trilnorm 0.266706
D995_11_10 rep016 emd trilnormvex 0.256458
D995_11_10 rep017 emd quartlnorm 0.263637
D995_11_10 rep017 emd trilnormcave 0.128512
D995_11_10 rep017 emd trilnorm 0.26115
D995_11_10 rep017 emd trilnormvex 0.258218
D995_11_10 rep018 emd quartlnorm 0.337751
D995_11_10 rep018 emd trilnormcave 0.316941
D995_11_10 rep018 emd trilnorm 0.254251
D995_11_10 rep018 emd trilnormvex 0.255398
D995_11_10 rep019 emd quartlnorm 0.243612
D995_11_10 rep019 emd trilnormcave 0.11223
D995_11_10 rep019 emd trilnorm 0.215028
D995_11_10 rep019 emd trilnormvex 0.964563
D995_11_10 rep020 emd quartlnorm 0.235081
D995_11_10 rep020 emd trilnormcave 0.250512
D995_11_10 rep020 emd trilnorm 0.332537
D995_11_10 rep020 emd trilnormvex 0.362888
D995_11_10 rep021 emd quartlnorm 0.269777
D995_11_10 rep021 emd trilnormcave 0.140168
D995_11_10 rep021 emd trilnorm 0.215322
D995_11_10 rep021 emd trilnormvex 0.147865
D995_11_10 rep022 emd quartlnorm 0.380867
D995_11_10 rep022 emd trilnormcave 0.178543
D995_11_10 rep022 emd trilnorm 0.436584
D995_11_10 rep022 emd trilnormvex 0.580864
D995_11_10 rep023 emd quartlnorm 0.289513
D995_11_10 rep023 emd trilnormcave 0.158656
D995_11_10 rep023 emd trilnorm 0.211047
D995_11_10 rep023 emd trilnormvex 0.415773
D995_11_10 rep024 emd quartlnorm 0.633151
D995_11_10 rep024 emd trilnormcave 0.121509
D995_11_10 rep024 emd trilnorm 0.283113
D995_11_10 rep024 emd trilnormvex 0.197539
D995_11_10 rep025 emd quartlnorm 0.399203
D995_11_10 rep025 emd trilnormcave 0.203808
D995_11_10 rep025 emd trilnorm 0.291838
D995_11_10 rep025 emd trilnormvex 0.293273
D995_11_10 rep026 emd quartlnorm 0.273442
D995_11_10 rep026 emd trilnormcave 0.308347
D995_11_10 rep026 emd trilnorm 0.215122
D995_11_10 rep026 emd trilnormvex 0.304334
D995_11_10 rep027 emd quartlnorm 0.852914
D995_11_10 rep027 emd trilnormcave 0.234028
D995_11_10 rep027 emd trilnorm 0.280829
D995_11_10 rep027 emd trilnormvex 0.457963
D995_11_10 rep028 emd quartlnorm 0.24706
D995_11_10 rep028 emd trilnormcave 0.0944017
D995_11_10 rep028 emd trilnorm 0.242195
D995_11_10 rep028 emd trilnormvex 0.211103
D995_11_10 rep029 emd quartlnorm 0.269281
D995_11_10 rep029 emd trilnormcave 0.248108
D995_11_10 rep029 emd trilnorm 0.238918
D995_11_10 rep029 emd trilnormvex 0.22543
D995_11_10 rep030 emd quartlnorm 0.328877
D995_11_10 rep030 emd trilnormcave 0.144169
D995_11_10 rep030 emd trilnorm 0.219011
D995_11_10 rep030 emd trilnormvex 0.480089
D995_11_10 rep031 emd quartlnorm 0.306959
D995_11_10 rep031 emd trilnormcave 0.240036
D995_11_10 rep031 emd trilnorm 0.209121
D995_11_10 rep031 emd trilnormvex 0.253707
D995_11_10 rep032 emd quartlnorm 0.410379
D995_11_10 rep032 emd trilnormcave 0.201409
D995_11_10 rep032 emd trilnorm 0.293302
D995_11_10 rep032 emd trilnormvex 0.285257
D995_11_10 rep033 emd quartlnorm 0.342568
D995_11_10 rep033 emd trilnormcave 0.136173
D995_11_10 rep033 emd trilnorm 0.414636
D995_11_10 rep033 emd trilnormvex 0.31555
D995_11_10 rep034 emd quartlnorm 0.315118
D995_11_10 rep034 emd trilnormcave 0.088761
D995_11_10 rep034 emd trilnorm 0.355394
D995_11_10 rep034 emd trilnormvex 0.163561
D995_11_10 rep035 emd quartlnorm 0.261012
D995_11_10 rep035 emd trilnormcave 0.381248
D995_11_10 rep035 emd trilnorm 0.298405
D995_11_10 rep035 emd trilnormvex 0.249692
D995_11_10 rep036 emd quartlnorm 0.245605
D995_11_10 rep036 emd trilnormcave 0.277239
D995_11_10 rep036 emd trilnorm 0.170575
D995_11_10 rep036 emd trilnormvex 0.198558
D995_11_10 rep037 emd quartlnorm 0.575258
D995_11_10 rep037 emd trilnormcave 0.243329
D995_11_10 rep037 emd trilnorm 0.292964
D995_11_10 rep037 emd trilnormvex 0.42713
D995_11_10 rep038 emd quartlnorm 0.342775
D995_11_10 rep038 emd trilnormcave 0.245399
D995_11_10 rep038 emd trilnormvex 0.344776
D995_11_10 rep039 emd quartlnorm 0.364271
D995_11_10 rep039 emd trilnormcave 0.204686
D995_11_10 rep039 emd trilnorm 0.373687
D995_11_10 rep039 emd trilnormvex 0.323348
D995_11_10 rep040 emd quartlnorm 0.350049
D995_11_10 rep040 emd trilnormcave 0.124401
D995_11_10 rep040 emd trilnorm 0.287694
D995_11_10 rep040 emd trilnormvex 0.225571
D995_11_10 rep041 emd quartlnorm 0.337968
D995_11_10 rep041 emd trilnormcave 0.226743
D995_11_10 rep041 emd trilnorm 0.33481
D995_11_10 rep041 emd trilnormvex 0.540946
D995_11_10 rep042 emd quartlnorm 0.390466
D995_11_10 rep042 emd trilnormcave 0.287149
D995_11_10 rep042 emd trilnorm 0.181564
D995_11_10 rep042 emd trilnormvex 0.2503
D995_11_10 rep043 emd quartlnorm 0.522389
D995_11_10 rep043 emd trilnormcave 0.157423
D995_11_10 rep043 emd trilnorm 0.490379
D995_11_10 rep043 emd trilnormvex 0.2939
D995_11_10 rep044 emd quartlnorm 0.203289
D995_11_10 rep044 emd trilnormcave 0.11541
D995_11_10 rep044 emd trilnorm 0.209368
D995_11_10 rep044 emd trilnormvex 0.183098
D995_11_10 rep045 emd quartlnorm 0.255056
D995_11_10 rep045 emd trilnormcave 0.135744
D995_11_10 rep045 emd trilnorm 0.258222
D995_11_10 rep045 emd trilnormvex 0.252254
D995_11_10 rep046 emd quartlnorm 0.658913
D995_11_10 rep046 emd trilnormcave 0.386958
D995_11_10 rep046 emd trilnorm 0.193476
D995_11_10 rep046 emd trilnormvex 0.236035
D995_11_10 rep047 emd quartlnorm 0.330161
D995_11_10 rep047 emd trilnormcave 0.176124
D995_11_10 rep047 emd trilnorm 0.215735
D995_11_10 rep047 emd trilnormvex 0.306386
D995_11_10 rep048 emd quartlnorm 0.773556
D995_11_10 rep048 emd trilnormcave 0.21066
D995_11_10 rep048 emd trilnorm 0.320881
D995_11_10 rep048 emd trilnormvex 0.25675
D995_11_10 rep049 emd quartlnorm 0.417821
D995_11_10 rep049 emd trilnormcave 0.193469
D995_11_10 rep049 emd trilnorm 0.257784
D995_11_10 rep049 emd trilnormvex 0.467071
D995_11_10 rep050 emd quartlnorm 0.246255
D995_11_10 rep050 emd trilnormcave 0.158623
D995_11_10 rep050 emd trilnorm 0.2126
D995_11_10 rep050 emd trilnormvex 0.311595
D995_11_10 rep051 emd quartlnorm 0.321854
D995_11_10 rep051 emd trilnormcave 0.112087
D995_11_10 rep051 emd trilnorm 0.303626
D995_11_10 rep051 emd trilnormvex 0.296936
D995_11_10 rep052 emd quartlnorm 0.319459
D995_11_10 rep052 emd trilnormcave 0.175511
D995_11_10 rep052 emd trilnorm 0.268551
D995_11_10 rep052 emd trilnormvex 0.256821
D995_11_10 rep053 emd quartlnorm 0.285563
D995_11_10 rep053 emd trilnormcave 0.1672
D995_11_10 rep053 emd trilnorm 0.250265
D995_11_10 rep053 emd trilnormvex 0.286318
D995_11_10 rep054 emd quartlnorm 0.388354
D995_11_10 rep054 emd trilnormcave 0.0905011
D995_11_10 rep054 emd trilnorm 0.153394
D995_11_10 rep054 emd trilnormvex 0.405191
D995_11_10 rep055 emd quartlnorm 0.260132
D995_11_10 rep055 emd trilnormcave 0.139671
D995_11_10 rep055 emd trilnorm 0.406626
D995_11_10 rep055 emd trilnormvex 0.212519
D995_11_10 rep056 emd quartlnorm 0.453459
D995_11_10 rep056 emd trilnormcave 0.161099
D995_11_10 rep056 emd trilnorm 0.389208
D995_11_10 rep056 emd trilnormvex 0.299842
D995_11_10 rep057 emd quartlnorm 0.58355
D995_11_10 rep057 emd trilnormcave 0.161886
D995_11_10 rep057 emd trilnorm 0.174066
D995_11_10 rep057 emd trilnormvex 0.172234
D995_11_10 rep058 emd quartlnorm 0.372434
D995_11_10 rep058 emd trilnormcave 0.15962
D995_11_10 rep058 emd trilnorm 0.415543
D995_11_10 rep058 emd trilnormvex 0.347146
D995_11_10 rep059 emd quartlnorm 0.57754
D995_11_10 rep059 emd trilnormcave 0.357108
D995_11_10 rep059 emd trilnorm 0.253914
D995_11_10 rep059 emd trilnormvex 0.181867
D995_11_10 rep060 emd quartlnorm 0.296603
D995_11_10 rep060 emd trilnormcave 0.323136
D995_11_10 rep060 emd trilnorm 0.167925
D995_11_10 rep060 emd trilnormvex 0.213007
D995_11_10 rep061 emd quartlnorm 0.268592
D995_11_10 rep061 emd trilnormcave 0.28704
D995_11_10 rep061 emd trilnorm 0.26016
D995_11_10 rep061 emd trilnormvex 0.335176
D995_11_10 rep062 emd quartlnorm 0.617342
D995_11_10 rep062 emd trilnormcave 0.155925
D995_11_10 rep062 emd trilnorm 0.258272
D995_11_10 rep062 emd trilnormvex 0.199997
D995_11_10 rep063 emd quartlnorm 0.35799
D995_11_10 rep063 emd trilnormcave 0.274063
D995_11_10 rep063 emd trilnorm 0.276444
D995_11_10 rep063 emd trilnormvex 0.646946
D995_11_10 rep064 emd quartlnorm 0.354647
D995_11_10 rep064 emd trilnormcave 0.385467
D995_11_10 rep064 emd trilnorm 0.26451
D995_11_10 rep064 emd trilnormvex 0.269442
D995_11_10 rep065 emd quartlnorm 0.39117
D995_11_10 rep065 emd trilnormcave 0.171068
D995_11_10 rep065 emd trilnorm 0.186837
D995_11_10 rep065 emd trilnormvex 0.375939
D995_11_10 rep066 emd quartlnorm 0.294813
D995_11_10 rep066 emd trilnormcave 0.159331
D995_11_10 rep066 emd trilnorm 0.191352
D995_11_10 rep066 emd trilnormvex 0.343188
D995_11_10 rep067 emd quartlnorm 0.434782
D995_11_10 rep067 emd trilnormcave 0.129011
D995_11_10 rep067 emd trilnorm 0.315202
D995_11_10 rep067 emd trilnormvex 0.239227
D995_11_10 rep068 emd quartlnorm 0.34937
D995_11_10 rep068 emd trilnormcave 0.105797
D995_11_10 rep068 emd trilnorm 0.237789
D995_11_10 rep068 emd trilnormvex 0.965728
D995_11_10 rep069 emd quartlnorm 0.381807
D995_11_10 rep069 emd trilnormcave 0.0983275
D995_11_10 rep069 emd trilnorm 0.314428
D995_11_10 rep069 emd trilnormvex 0.233046
D995_11_10 rep070 emd quartlnorm 0.694381
D995_11_10 rep070 emd trilnormcave 0.162685
D995_11_10 rep070 emd trilnorm 0.571858
D995_11_10 rep070 emd trilnormvex 0.35043
D995_11_10 rep071 emd quartlnorm 0.240725
D995_11_10 rep071 emd trilnormcave 0.110438
D995_11_10 rep071 emd trilnorm 0.202725
D995_11_10 rep071 emd trilnormvex 0.197415
D995_11_10 rep072 emd quartlnorm 0.513262
D995_11_10 rep072 emd trilnormcave 0.128114
D995_11_10 rep072 emd trilnorm 0.263088
D995_11_10 rep072 emd trilnormvex 0.367794
D995_11_10 rep073 emd quartlnorm 0.355556
D995_11_10 rep073 emd trilnormcave 0.277435
D995_11_10 rep073 emd trilnorm 0.418509
D995_11_10 rep073 emd trilnormvex 0.680053
D995_11_10 rep074 emd quartlnorm 0.333218
D995_11_10 rep074 emd trilnormcave 0.149119
D995_11_10 rep074 emd trilnorm 0.230778
D995_11_10 rep074 emd trilnormvex 0.315305
D995_11_10 rep075 emd quartlnorm 0.434095
