treeModel rep method clockModel tmrca
D750_3_25 rep022 lsd trilnormvex -8.288714000000002
D750_3_25 rep023 lsd quartlnorm 8.603885999999997
D750_3_25 rep023 lsd trilnormcave -12.418194000000002
D750_3_25 rep023 lsd trilnorm 5.876786000000003
D750_3_25 rep023 lsd trilnormvex 18.618235999999996
D750_3_25 rep024 lsd quartlnorm -31.969234
D750_3_25 rep024 lsd trilnormcave -11.167224
D750_3_25 rep024 lsd trilnorm 3.983115999999997
D750_3_25 rep024 lsd trilnormvex -3.282887000000001
D750_3_25 rep025 lsd quartlnorm -16.817244000000002
D750_3_25 rep025 lsd trilnormcave 10.118485999999997
D750_3_25 rep025 lsd trilnorm 5.9598879999999985
D750_3_25 rep025 lsd trilnormvex 9.806846000000002
D750_3_25 rep026 lsd quartlnorm 3.723866000000001
D750_3_25 rep026 lsd trilnormcave 17.787366000000002
D750_3_25 rep026 lsd trilnorm -118.587494
D750_3_25 rep026 lsd trilnormvex -54.881373999999994
D750_3_25 rep027 lsd quartlnorm -20.394651999999997
D750_3_25 rep027 lsd trilnormcave -2.6455139999999995
D750_3_25 rep027 lsd trilnorm -17.283323999999997
D750_3_25 rep027 lsd trilnormvex -49.960933999999995
D750_3_25 rep028 lsd quartlnorm -26.869033999999996
D750_3_25 rep028 lsd trilnormcave -9.124484000000002
D750_3_25 rep028 lsd trilnorm -62.918614000000005
D750_3_25 rep028 lsd trilnormvex 2.2390139999999983
D750_3_25 rep029 lsd quartlnorm -32.11390399999999
D750_3_25 rep029 lsd trilnormcave -17.474391999999998
D750_3_25 rep029 lsd trilnorm -14.893248000000003
D750_3_25 rep029 lsd trilnormvex -0.25977199999999634
D750_3_25 rep030 lsd quartlnorm -27.833264
D750_3_25 rep030 lsd trilnormcave 0.21527599999999758
D750_3_25 rep030 lsd trilnorm 11.921526000000004
D750_3_25 rep030 lsd trilnormvex -8.971164999999996
D750_3_25 rep031 lsd quartlnorm -27.345166
D750_3_25 rep031 lsd trilnormcave -2.377263999999999
D750_3_25 rep031 lsd trilnorm -9.155498000000005
D750_3_25 rep031 lsd trilnormvex -17.525584
D750_3_25 rep032 lsd quartlnorm -9.573704000000003
D750_3_25 rep032 lsd trilnormcave 9.284012999999998
D750_3_25 rep032 lsd trilnorm -23.642963999999996
D750_3_25 rep032 lsd trilnormvex -55.632164
D750_3_25 rep033 lsd quartlnorm -14.857094
D750_3_25 rep033 lsd trilnormcave -18.349553999999998
D750_3_25 rep033 lsd trilnorm -86.76628400000001
D750_3_25 rep033 lsd trilnormvex -38.10743400000001
D750_3_25 rep034 lsd quartlnorm 12.973476000000002
D750_3_25 rep034 lsd trilnormcave -15.796724
D750_3_25 rep034 lsd trilnorm -3.2155149999999963
D750_3_25 rep034 lsd trilnormvex -87.397664
D750_3_25 rep035 lsd quartlnorm -59.036764
D750_3_25 rep035 lsd trilnormcave 7.317456
D750_3_25 rep035 lsd trilnorm -8.594573999999998
D750_3_25 rep035 lsd trilnormvex 7.645386
D750_3_25 rep036 lsd quartlnorm 15.273336000000004
D750_3_25 rep036 lsd trilnormcave -13.892803999999998
D750_3_25 rep036 lsd trilnorm 11.727076
D750_3_25 rep036 lsd trilnormvex -7.959183999999997
D750_3_25 rep037 lsd quartlnorm -31.786664
D750_3_25 rep037 lsd trilnormcave -13.402957
D750_3_25 rep037 lsd trilnorm -29.624134000000005
D750_3_25 rep037 lsd trilnormvex -10.051534
D750_3_25 rep038 lsd quartlnorm -1.428787999999998
D750_3_25 rep038 lsd trilnormcave -13.545119999999997
D750_3_25 rep038 lsd trilnorm 8.094926000000003
D750_3_25 rep038 lsd trilnormvex -19.874414
D750_3_25 rep039 lsd quartlnorm -41.536384
D750_3_25 rep039 lsd trilnormcave -11.378614000000002
D750_3_25 rep039 lsd trilnorm -93.13463399999999
D750_3_25 rep039 lsd trilnormvex -28.817633999999998
D750_3_25 rep040 lsd quartlnorm -9.104883999999998
D750_3_25 rep040 lsd trilnormcave -7.150084
D750_3_25 rep040 lsd trilnorm -93.211084
D750_3_25 rep040 lsd trilnormvex -13.023983999999999
D750_3_25 rep041 lsd quartlnorm -18.054934
D750_3_25 rep041 lsd trilnormcave -19.185443999999997
D750_3_25 rep041 lsd trilnorm -51.416364
D750_3_25 rep041 lsd trilnormvex 6.816985999999998
D750_3_25 rep042 lsd quartlnorm -34.063774
D750_3_25 rep042 lsd trilnormcave 6.9462759999999975
D750_3_25 rep042 lsd trilnorm 2.393645000000003
D750_3_25 rep042 lsd trilnormvex -52.28135400000001
D750_3_25 rep043 lsd quartlnorm -31.305183999999997
D750_3_25 rep043 lsd trilnormcave 18.084916
D750_3_25 rep043 lsd trilnorm 12.603915999999998
D750_3_25 rep043 lsd trilnormvex -1.6341839999999976
D750_3_25 rep044 lsd quartlnorm 14.688436000000003
D750_3_25 rep044 lsd trilnormcave -13.390904000000006
D750_3_25 rep044 lsd trilnorm -4.708494000000002
D750_3_25 rep044 lsd trilnormvex 21.228416000000003
D750_3_25 rep045 lsd quartlnorm -2.347824000000003
D750_3_25 rep045 lsd trilnormcave 5.568816000000003
D750_3_25 rep045 lsd trilnorm -10.294574000000008
D750_3_25 rep045 lsd trilnormvex -15.692784000000003
D750_3_25 rep046 lsd quartlnorm -30.584284
D750_3_25 rep046 lsd trilnormcave -8.974973999999996
D750_3_25 rep046 lsd trilnorm -16.075094000000004
D750_3_25 rep046 lsd trilnormvex -37.664213999999994
D750_3_25 rep047 lsd quartlnorm -26.155116999999997
D750_3_25 rep047 lsd trilnormcave -12.518924000000005
D750_3_25 rep047 lsd trilnorm 1.5320790000000004
D750_3_25 rep047 lsd trilnormvex -67.2894336
D750_3_25 rep048 lsd quartlnorm -29.623784
D750_3_25 rep048 lsd trilnormcave -0.7828239999999962
D750_3_25 rep048 lsd trilnorm 1.5971659999999996
D750_3_25 rep048 lsd trilnormvex -29.787584000000003
D750_3_25 rep049 lsd quartlnorm -15.202043999999997
D750_3_25 rep049 lsd trilnormcave -14.905204000000001
D750_3_25 rep049 lsd trilnorm 2.1870660000000015
D750_3_25 rep049 lsd trilnormvex -13.08223
D750_3_25 rep050 lsd quartlnorm -34.238673999999996
D750_3_25 rep050 lsd trilnormcave -23.166384
D750_3_25 rep050 lsd trilnorm -26.861484
D750_3_25 rep050 lsd trilnormvex -47.941584000000006
D750_3_25 rep051 lsd quartlnorm -2.3830840000000038
D750_3_25 rep051 lsd trilnormcave -29.242584
D750_3_25 rep051 lsd trilnorm -12.633284000000003
D750_3_25 rep051 lsd trilnormvex -3.9840839999999993
D750_3_25 rep052 lsd quartlnorm -9.091283999999996
D750_3_25 rep052 lsd trilnormcave -3.9922140000000024
D750_3_25 rep052 lsd trilnorm -53.743064000000004
D750_3_25 rep052 lsd trilnormvex -6.135904000000002
D750_3_25 rep053 lsd quartlnorm -62.87574399999999
D750_3_25 rep053 lsd trilnormcave -16.374871000000002
D750_3_25 rep053 lsd trilnorm -3.582462000000004
D750_3_25 rep053 lsd trilnormvex 12.248315999999997
D750_3_25 rep054 lsd quartlnorm -101.795184
D750_3_25 rep054 lsd trilnormcave -8.021283999999998
D750_3_25 rep054 lsd trilnorm -4.635204000000002
D750_3_25 rep054 lsd trilnormvex -1.5752539999999993
D750_3_25 rep055 lsd quartlnorm -19.925228
D750_3_25 rep055 lsd trilnormcave -4.439184000000001
D750_3_25 rep055 lsd trilnorm -0.8254740000000007
D750_3_25 rep055 lsd trilnormvex 19.706618000000002
D750_3_25 rep056 lsd quartlnorm -74.51413400000001
D750_3_25 rep056 lsd trilnormcave -15.808074000000001
D750_3_25 rep056 lsd trilnorm -15.551103999999999
D750_3_25 rep056 lsd trilnormvex -18.553653999999998
D750_3_25 rep057 lsd quartlnorm -21.646133999999996
D750_3_25 rep057 lsd trilnormcave 2.3230859999999973
D750_3_25 rep057 lsd trilnorm 4.778736000000001
D750_3_25 rep057 lsd trilnormvex -17.888973999999997
D750_3_25 rep058 lsd quartlnorm 14.012625999999997
D750_3_25 rep058 lsd trilnormcave -14.522884000000001
D750_3_25 rep058 lsd trilnorm 10.250339999999996
D750_3_25 rep058 lsd trilnormvex -18.496102999999998
D750_3_25 rep059 lsd quartlnorm -2247.617584
D750_3_25 rep059 lsd trilnormcave 20.020775999999998
D750_3_25 rep059 lsd trilnorm -12.811784
D750_3_25 rep059 lsd trilnormvex -83.222554
D750_3_25 rep060 lsd quartlnorm -18.321493999999998
D750_3_25 rep060 lsd trilnormcave -7.12344749
D750_3_25 rep060 lsd trilnorm -27.277184
D750_3_25 rep060 lsd trilnormvex -18.324114
D750_3_25 rep061 lsd quartlnorm -3.5483229999999977
D750_3_25 rep061 lsd trilnormcave -14.848224000000002
D750_3_25 rep061 lsd trilnorm -24.892694
D750_3_25 rep061 lsd trilnormvex -22.199703999999997
D750_3_25 rep062 lsd quartlnorm 18.174736000000003
D750_3_25 rep062 lsd trilnormcave -24.588524000000003
D750_3_25 rep062 lsd trilnorm -43.778674
D750_3_25 rep062 lsd trilnormvex 0.33112500000000156
D750_3_25 rep063 lsd quartlnorm -10.153294000000002
D750_3_25 rep063 lsd trilnormcave -23.065196999999998
D750_3_25 rep063 lsd trilnorm 18.014893
D750_3_25 rep063 lsd trilnormvex -40.015004
D750_3_25 rep064 lsd quartlnorm 1.4269159999999985
D750_3_25 rep064 lsd trilnormcave 6.2235159999999965
D750_3_25 rep064 lsd trilnorm -30.411584000000005
D750_3_25 rep064 lsd trilnormvex -20.871184
D750_3_25 rep065 lsd quartlnorm -5.209104000000001
D750_3_25 rep065 lsd trilnormcave 0.10449600000000459
D750_3_25 rep065 lsd trilnorm -19.673154000000007
D750_3_25 rep065 lsd trilnormvex -3.7371840000000027
D750_3_25 rep066 lsd quartlnorm -168.008484
D750_3_25 rep066 lsd trilnormcave -82.758484
D750_3_25 rep066 lsd trilnorm -24.705204000000002
D750_3_25 rep066 lsd trilnormvex 17.178086
D750_3_25 rep067 lsd quartlnorm 10.043426
D750_3_25 rep067 lsd trilnormcave -0.37346400000000024
D750_3_25 rep067 lsd trilnorm -30.646421000000004
D750_3_25 rep067 lsd trilnormvex -24.084604
D750_3_25 rep068 lsd quartlnorm -127.174444
D750_3_25 rep068 lsd trilnormcave -6.226364
D750_3_25 rep068 lsd trilnorm -13.079778000000001
D750_3_25 rep068 lsd trilnormvex -6.390773999999999
D750_3_25 rep069 lsd quartlnorm -36.59058400000001
D750_3_25 rep069 lsd trilnormcave -14.242413999999997
D750_3_25 rep069 lsd trilnorm 5.414886
D750_3_25 rep069 lsd trilnormvex -58.625184000000004
D750_3_25 rep070 lsd quartlnorm 2.463483
D750_3_25 rep070 lsd trilnormcave 6.211245999999999
D750_3_25 rep070 lsd trilnorm -39.280884
D750_3_25 rep070 lsd trilnormvex 15.1539662
D750_3_25 rep071 lsd quartlnorm -24.312084
D750_3_25 rep071 lsd trilnormcave -6.787284
D750_3_25 rep071 lsd trilnorm -43.883584
D750_3_25 rep071 lsd trilnormvex 0.7990160000000017
D750_3_25 rep072 lsd quartlnorm -94.20180400000001
D750_3_25 rep072 lsd trilnormcave 10.282065999999993
D750_3_25 rep072 lsd trilnorm 7.295666
D750_3_25 rep072 lsd trilnormvex 3.352505999999996
D750_3_25 rep073 lsd quartlnorm -2.262553999999999
D750_3_25 rep073 lsd trilnormcave 1.4842559999999985
D750_3_25 rep073 lsd trilnorm 2.334586000000002
D750_3_25 rep073 lsd trilnormvex -17.685514
D750_3_25 rep074 lsd quartlnorm -1.2898040000000028
D750_3_25 rep074 lsd trilnormcave -6.940264000000001
D750_3_25 rep074 lsd trilnorm -112.85632400000001
D750_3_25 rep074 lsd trilnormvex -21.059754000000005
D750_3_25 rep075 lsd quartlnorm -63.173574
D750_3_25 rep075 lsd trilnormcave 10.192158999999998
D750_3_25 rep075 lsd trilnorm -42.74128400000001
D750_3_25 rep075 lsd trilnormvex -23.399403999999997
D750_3_25 rep076 lsd quartlnorm 11.814476
D750_3_25 rep076 lsd trilnormcave -1.9214239999999982
D750_3_25 rep076 lsd trilnorm -28.22398400000001
D750_3_25 rep076 lsd trilnormvex -21.286484
D750_3_25 rep077 lsd quartlnorm -16.880384000000006
D750_3_25 rep077 lsd trilnormcave -39.45255399999999
D750_3_25 rep077 lsd trilnorm 15.604436
D750_3_25 rep077 lsd trilnormvex -3.093744000000001
D750_3_25 rep078 lsd quartlnorm -98.512154
D750_3_25 rep078 lsd trilnormcave -17.345974000000002
D750_3_25 rep078 lsd trilnorm -3.122774000000003
D750_3_25 rep078 lsd trilnormvex -5.014074
D750_3_25 rep079 lsd quartlnorm 9.001776
D750_3_25 rep079 lsd trilnormcave 7.821606000000003
D750_3_25 rep079 lsd trilnorm -27.003023999999996
D750_3_25 rep079 lsd trilnormvex -6.467553999999998
D750_3_25 rep080 lsd quartlnorm -104.68002400000002
D750_3_25 rep080 lsd trilnormcave -35.243514
D750_3_25 rep080 lsd trilnorm -19.703662
D750_3_25 rep080 lsd trilnormvex 8.615986000000001
D750_3_25 rep081 lsd quartlnorm -124.682684
D750_3_25 rep081 lsd trilnormcave -55.126684000000004
D750_3_25 rep081 lsd trilnorm -43.475784000000004
D750_3_25 rep081 lsd trilnormvex -5.613284
D750_3_25 rep082 lsd quartlnorm -43.86644400000001
D750_3_25 rep082 lsd trilnormcave -8.958443999999998
D750_3_25 rep082 lsd trilnorm -16.922314000000007
D750_3_25 rep082 lsd trilnormvex 2.6904960000000004
D750_3_25 rep083 lsd quartlnorm 19.908097
D750_3_25 rep083 lsd trilnormcave -13.386064000000001
D750_3_25 rep083 lsd trilnorm 12.9972089
D750_3_25 rep083 lsd trilnormvex -45.72782600000001
D750_3_25 rep084 lsd quartlnorm -19.424684
D750_3_25 rep084 lsd trilnormcave -12.425083999999998
D750_3_25 rep084 lsd trilnorm 2.637516000000005
D750_3_25 rep084 lsd trilnormvex -39.452484000000005
D750_3_25 rep085 lsd quartlnorm -14.431614000000003
D750_3_25 rep085 lsd trilnormcave -20.502430999999994
D750_3_25 rep085 lsd trilnorm -91.43466399999998
D750_3_25 rep085 lsd trilnormvex -43.242484
D750_3_25 rep086 lsd quartlnorm -13.645014
D750_3_25 rep086 lsd trilnormcave 17.784716
D750_3_25 rep086 lsd trilnorm -2.079593999999997
D750_3_25 rep086 lsd trilnormvex -28.990813999999997
D750_3_25 rep087 lsd quartlnorm -14.914503999999999
D750_3_25 rep087 lsd trilnormcave -3.1568840000000016
D750_3_25 rep087 lsd trilnorm -7.155283999999998
D750_3_25 rep087 lsd trilnormvex 9.758945999999995
D750_3_25 rep088 lsd quartlnorm -81.928794
D750_3_25 rep088 lsd trilnormcave -1.4697939999999994
D750_3_25 rep088 lsd trilnorm -24.262509999999995
D750_3_25 rep088 lsd trilnormvex -8.857764
D750_3_25 rep089 lsd quartlnorm -6.788364000000003
D750_3_25 rep089 lsd trilnormcave -13.771784000000002
D750_3_25 rep089 lsd trilnorm -40.412284
D750_3_25 rep089 lsd trilnormvex 2.4564159999999973
D750_3_25 rep090 lsd quartlnorm -1.682383999999999
D750_3_25 rep090 lsd trilnormcave -20.270363999999997
D750_3_25 rep090 lsd trilnorm -29.543484
D750_3_25 rep090 lsd trilnormvex 14.749445999999999
D750_3_25 rep091 lsd quartlnorm -3.769674000000001
D750_3_25 rep091 lsd trilnormcave 1.038065999999998
D750_3_25 rep091 lsd trilnorm 13.795606
D750_3_25 rep091 lsd trilnormvex -21.238444
D750_3_25 rep092 lsd quartlnorm -13.805594
D750_3_25 rep092 lsd trilnormcave -11.774693999999998
D750_3_25 rep092 lsd trilnorm 6.577245999999999
D750_3_25 rep092 lsd trilnormvex -65.099544
D750_3_25 rep093 lsd quartlnorm -23.405433999999996
D750_3_25 rep093 lsd trilnormcave 4.997786000000005
D750_3_25 rep093 lsd trilnorm -28.062704000000004
D750_3_25 rep093 lsd trilnormvex 4.623065999999998
D750_3_25 rep094 lsd quartlnorm -65.64583400000001
D750_3_25 rep094 lsd trilnormcave 1.2208960000000002
D750_3_25 rep094 lsd trilnorm 4.608687159999999
D750_3_25 rep094 lsd trilnormvex -7.206933999999999
D750_3_25 rep095 lsd quartlnorm -6.4942639999999985
D750_3_25 rep095 lsd trilnormcave -26.149594
D750_3_25 rep095 lsd trilnorm -4.6457140000000035
D750_3_25 rep095 lsd trilnormvex 12.754455000000002
D750_3_25 rep096 lsd quartlnorm -4.134011000000001
D750_3_25 rep096 lsd trilnormcave -13.908804
D750_3_25 rep096 lsd trilnorm -17.987802000000002
D750_3_25 rep096 lsd trilnormvex -15.252174000000005
D750_3_25 rep097 lsd quartlnorm -188.178184
D750_3_25 rep097 lsd trilnormcave -8.636704000000002
D750_3_25 rep097 lsd trilnorm -16.640654000000005
D750_3_25 rep097 lsd trilnormvex -14.421184000000004
D750_3_25 rep098 lsd quartlnorm -253.614394
D750_3_25 rep098 lsd trilnormcave -30.567574
D750_3_25 rep098 lsd trilnorm -73.71658400000001
D750_3_25 rep098 lsd trilnormvex -29.566404
D750_3_25 rep099 lsd quartlnorm -2.1271696999999996
D750_3_25 rep099 lsd trilnormcave -10.869384000000002
D750_3_25 rep099 lsd trilnorm -3.5616839999999996
D750_3_25 rep099 lsd trilnormvex -38.307784
D750_3_25 rep100 lsd quartlnorm -16.982688
D750_3_25 rep100 lsd trilnormcave -33.627744
D750_3_25 rep100 lsd trilnorm -40.996573999999995
D750_3_25 rep100 lsd trilnormvex -56.943374000000006
D995_11_10 rep001 lsd quartlnorm -0.9374629999999999
D995_11_10 rep001 lsd trilnormcave 0.005266999999999911
D995_11_10 rep001 lsd trilnorm 0.4380330000000004
D995_11_10 rep001 lsd trilnormvex -0.3947830000000001
D995_11_10 rep002 lsd quartlnorm 0.06280359999999974
D995_11_10 rep002 lsd trilnormcave -0.6584700000000002
D995_11_10 rep002 lsd trilnorm -0.6142738000000003
D995_11_10 rep002 lsd trilnormvex 0.05598549999999991
D995_11_10 rep003 lsd quartlnorm -0.32680500000000023
D995_11_10 rep003 lsd trilnormcave 0.06518999999999964
D995_11_10 rep003 lsd trilnorm 0.30746699999999993
D995_11_10 rep003 lsd trilnormvex -0.18874800000000042
D995_11_10 rep004 lsd quartlnorm -0.5645540000000001
D995_11_10 rep004 lsd trilnormcave -0.8719519999999997
D995_11_10 rep004 lsd trilnorm -0.19925879999999974
D995_11_10 rep004 lsd trilnormvex -0.6362009999999997
D995_11_10 rep005 lsd quartlnorm -0.316843
D995_11_10 rep005 lsd trilnormcave -1.3014920000000003
D995_11_10 rep005 lsd trilnorm -0.576722
D995_11_10 rep005 lsd trilnormvex -0.6479979000000001
D995_11_10 rep006 lsd quartlnorm -1.2594529999999995
D995_11_10 rep006 lsd trilnormcave 0.21444500000000033
D995_11_10 rep006 lsd trilnorm -0.03223400000000004
D995_11_10 rep006 lsd trilnormvex 0.4393750000000002
D995_11_10 rep007 lsd quartlnorm 0.16701999999999984
D995_11_10 rep007 lsd trilnormcave -2.1699140000000003
D995_11_10 rep007 lsd trilnorm -0.2076050000000001
D995_11_10 rep007 lsd trilnormvex -1.6137730000000001
D995_11_10 rep008 lsd quartlnorm -0.4636150000000002
D995_11_10 rep008 lsd trilnormcave 0.46731899999999976
D995_11_10 rep008 lsd trilnorm -0.6289620000000002
D995_11_10 rep008 lsd trilnormvex -0.2150426000000002
D995_11_10 rep009 lsd quartlnorm 0.5498089999999998
D995_11_10 rep009 lsd trilnormcave 0.46097699999999975
D995_11_10 rep009 lsd trilnorm -0.9191330000000002
D995_11_10 rep009 lsd trilnormvex -1.8472830000000005
D995_11_10 rep010 lsd quartlnorm -0.12720699999999968
D995_11_10 rep010 lsd trilnormcave 0.8473700000000003
D995_11_10 rep010 lsd trilnorm 0.616859
D995_11_10 rep010 lsd trilnormvex -0.8158590000000001
D995_11_10 rep011 lsd quartlnorm 0.9250750000000003
D995_11_10 rep011 lsd trilnormcave -0.6637889999999997
D995_11_10 rep011 lsd trilnorm 0.12127800000000033
D995_11_10 rep011 lsd trilnormvex -0.756343
D995_11_10 rep012 lsd quartlnorm 1.1037969999999997
D995_11_10 rep012 lsd trilnormcave -0.5925730000000002
D995_11_10 rep012 lsd trilnorm -1.4002730000000003
D995_11_10 rep012 lsd trilnormvex 0.5989369999999998
D995_11_10 rep013 lsd quartlnorm 0.6962530000000001
D995_11_10 rep013 lsd trilnormcave -0.48924299999999965
D995_11_10 rep013 lsd trilnorm 0.3293510000000001
D995_11_10 rep013 lsd trilnormvex 0.45924800000000027
D995_11_10 rep014 lsd quartlnorm 1.0074549999999998
D995_11_10 rep014 lsd trilnormcave 0.21392899999999976
D995_11_10 rep014 lsd trilnorm 0.11129199999999972
D995_11_10 rep014 lsd trilnormvex -1.3824239999999999
D995_11_10 rep015 lsd quartlnorm -1.5668887
D995_11_10 rep015 lsd trilnormcave 0.0486919999999999
D995_11_10 rep015 lsd trilnorm 0.7576513899999998
D995_11_10 rep015 lsd trilnormvex -0.5970810000000002
D995_11_10 rep016 lsd quartlnorm -1.1927949999999996
D995_11_10 rep016 lsd trilnormcave -0.2982919999999996
D995_11_10 rep016 lsd trilnorm -1.0164799999999996
D995_11_10 rep016 lsd trilnormvex 0.6277050000000002
D995_11_10 rep017 lsd quartlnorm -0.5558775
D995_11_10 rep017 lsd trilnormcave 0.5699329999999998
D995_11_10 rep017 lsd trilnorm 0.22139889999999968
D995_11_10 rep017 lsd trilnormvex 0.10222899999999982
D995_11_10 rep018 lsd quartlnorm -0.7728860000000003
D995_11_10 rep018 lsd trilnormcave 0.48357799999999973
D995_11_10 rep018 lsd trilnorm -0.36118840000000024
D995_11_10 rep018 lsd trilnormvex -1.3221340000000006
D995_11_10 rep019 lsd quartlnorm -2.329984
D995_11_10 rep019 lsd trilnormcave 0.6220089999999998
D995_11_10 rep019 lsd trilnorm 0.04686299999999981
D995_11_10 rep019 lsd trilnormvex -0.3574977000000001
D995_11_10 rep020 lsd quartlnorm 0.4212170000000004
D995_11_10 rep020 lsd trilnormcave 0.46193199999999995
D995_11_10 rep020 lsd trilnorm -0.30294599999999966
D995_11_10 rep020 lsd trilnormvex -0.05017999999999995
D995_11_10 rep021 lsd quartlnorm -1.7372590000000003
D995_11_10 rep021 lsd trilnormcave -0.7641970000000001
D995_11_10 rep021 lsd trilnorm -0.20053900000000024
D995_11_10 rep021 lsd trilnormvex -1.5729430000000004
D995_11_10 rep022 lsd quartlnorm -0.641955
D995_11_10 rep022 lsd trilnormcave -0.9225760000000004
D995_11_10 rep022 lsd trilnorm 0.7536569999999998
D995_11_10 rep022 lsd trilnormvex -1.7290930000000004
D995_11_10 rep023 lsd quartlnorm 0.20264199999999977
D995_11_10 rep023 lsd trilnormcave 0.7364029999999999
D995_11_10 rep023 lsd trilnorm 0.15500499999999973
D995_11_10 rep023 lsd trilnormvex 0.5759279999999999
D995_11_10 rep024 lsd quartlnorm -0.8508370000000003
D995_11_10 rep024 lsd trilnormcave 0.27707100000000007
D995_11_10 rep024 lsd trilnorm 0.09989399999999965
