treeModel clockModel method rep error
D750_11_10 unif wLogDate rep063 1.1434484353237797
D750_11_10 unif MD-Cat rep063 0.9425945616646151
D750_11_10 lognorm wLogDate rep063 0.3788526257940481
D750_11_10 lognorm MD-Cat rep063 0.40009266616943784
D750_11_10 gamma wLogDate rep063 0.3536638920425205
D750_11_10 gamma MD-Cat rep063 0.5174452433007986
D750_11_10 exp wLogDate rep063 1.4932240781648716
D750_11_10 exp MD-Cat rep063 1.5485855465758795
D750_11_10 unif wLogDate rep064 1.0191278998642763
D750_11_10 unif MD-Cat rep064 1.1619845188883922
D750_11_10 lognorm wLogDate rep064 0.33900820172416823
D750_11_10 lognorm MD-Cat rep064 0.400984688326624
D750_11_10 gamma wLogDate rep064 0.39393154810591735
D750_11_10 gamma MD-Cat rep064 0.5001941147308937
D750_11_10 exp wLogDate rep064 1.2527409789857522
D750_11_10 exp MD-Cat rep064 0.9722421405188205
D750_11_10 unif wLogDate rep065 0.9969645714966985
D750_11_10 unif MD-Cat rep065 1.1900347484749199
D750_11_10 lognorm wLogDate rep065 0.39666346674559366
D750_11_10 lognorm MD-Cat rep065 0.4499519045768518
D750_11_10 gamma wLogDate rep065 0.3694272078769284
D750_11_10 gamma MD-Cat rep065 0.370310638896717
D750_11_10 exp wLogDate rep065 1.6999854886601224
D750_11_10 exp MD-Cat rep065 1.4672001364272185
D750_11_10 unif wLogDate rep066 1.34324018726884
D750_11_10 unif MD-Cat rep066 1.1734265612003645
D750_11_10 lognorm wLogDate rep066 0.3492144243363383
D750_11_10 lognorm MD-Cat rep066 0.37958707237912204
D750_11_10 gamma wLogDate rep066 0.3600794229164217
D750_11_10 gamma MD-Cat rep066 0.49214895903037786
D750_11_10 exp wLogDate rep066 1.664222271579369
D750_11_10 exp MD-Cat rep066 1.4065087070230156
D750_11_10 unif wLogDate rep067 1.1876404430392464
D750_11_10 unif MD-Cat rep067 0.9592645333962483
D750_11_10 lognorm wLogDate rep067 0.5713219926836911
D750_11_10 lognorm MD-Cat rep067 0.43551579308250266
D750_11_10 gamma wLogDate rep067 0.6065659781859919
D750_11_10 gamma MD-Cat rep067 0.4372247193302958
D750_11_10 exp wLogDate rep067 1.810502222540081
D750_11_10 exp MD-Cat rep067 1.2089390248805074
D750_11_10 unif wLogDate rep068 1.0791606530812985
D750_11_10 unif MD-Cat rep068 0.915920967607672
D750_11_10 lognorm wLogDate rep068 0.3378605760193559
D750_11_10 lognorm MD-Cat rep068 0.34200716609824683
D750_11_10 gamma wLogDate rep068 0.3649664750270878
D750_11_10 gamma MD-Cat rep068 0.4405191983419503
D750_11_10 exp wLogDate rep068 1.6263711301091923
D750_11_10 exp MD-Cat rep068 1.2898786578573278
D750_11_10 unif wLogDate rep069 1.149669759018144
D750_11_10 unif MD-Cat rep069 1.0561594115516169
D750_11_10 lognorm wLogDate rep069 0.39960020139320584
D750_11_10 lognorm MD-Cat rep069 0.4216451287295172
D750_11_10 gamma wLogDate rep069 0.3870736518509483
D750_11_10 gamma MD-Cat rep069 0.46407985941238644
D750_11_10 exp wLogDate rep069 1.5223532885843722
D750_11_10 exp MD-Cat rep069 1.5401424005027244
D750_11_10 unif wLogDate rep070 0.817989865721162
D750_11_10 unif MD-Cat rep070 1.0711907615947007
D750_11_10 lognorm wLogDate rep070 0.32388421557743224
D750_11_10 lognorm MD-Cat rep070 0.34732844172072475
D750_11_10 gamma wLogDate rep070 0.38981195132583063
D750_11_10 gamma MD-Cat rep070 0.4266379480787
D750_11_10 exp wLogDate rep070 1.4862304708225598
D750_11_10 exp MD-Cat rep070 1.4361563081412816
D750_11_10 unif wLogDate rep071 0.9587044933846416
D750_11_10 unif MD-Cat rep071 0.9738669108150028
D750_11_10 lognorm wLogDate rep071 0.5461680121053281
D750_11_10 lognorm MD-Cat rep071 0.3670031205254787
D750_11_10 gamma wLogDate rep071 0.38167357874219254
D750_11_10 gamma MD-Cat rep071 0.40197924597224477
D750_11_10 exp wLogDate rep071 1.4075385472650244
D750_11_10 exp MD-Cat rep071 1.2529885478260536
D750_11_10 unif wLogDate rep072 1.2548587002562737
D750_11_10 unif MD-Cat rep072 1.0200056008532437
D750_11_10 lognorm wLogDate rep072 0.5683952439415806
D750_11_10 lognorm MD-Cat rep072 0.398294355582929
D750_11_10 gamma wLogDate rep072 0.8931850451318625
D750_11_10 gamma MD-Cat rep072 0.46025722947827036
D750_11_10 exp wLogDate rep072 1.5820164238816958
D750_11_10 exp MD-Cat rep072 1.8194610543839909
D750_11_10 unif wLogDate rep073 1.5156451397491215
D750_11_10 unif MD-Cat rep073 1.1706552412801925
D750_11_10 lognorm wLogDate rep073 0.5505640147404165
D750_11_10 lognorm MD-Cat rep073 0.42295414810609255
D750_11_10 gamma wLogDate rep073 0.3562847924784308
D750_11_10 gamma MD-Cat rep073 0.42600035246839324
D750_11_10 exp wLogDate rep073 1.301793677765338
D750_11_10 exp MD-Cat rep073 1.2529556480693222
D750_11_10 unif wLogDate rep074 1.6135486982665068
D750_11_10 unif MD-Cat rep074 1.1833457649563333
D750_11_10 lognorm wLogDate rep074 0.634669422770376
D750_11_10 lognorm MD-Cat rep074 0.4187286546915029
D750_11_10 gamma wLogDate rep074 0.37321312279331426
D750_11_10 gamma MD-Cat rep074 0.368580254792375
D750_11_10 exp wLogDate rep074 1.6536724647719006
D750_11_10 exp MD-Cat rep074 1.4946584808660845
D750_11_10 unif wLogDate rep075 0.93417612931123
D750_11_10 unif MD-Cat rep075 1.0854624371210781
D750_11_10 lognorm wLogDate rep075 0.38721740585834313
D750_11_10 lognorm MD-Cat rep075 0.37942171753499143
D750_11_10 gamma wLogDate rep075 0.4057738578964296
D750_11_10 gamma MD-Cat rep075 0.48999274553009886
D750_11_10 exp wLogDate rep075 1.1304375358049992
D750_11_10 exp MD-Cat rep075 1.257375484858394
D750_11_10 unif wLogDate rep076 1.1960360354425423
D750_11_10 unif MD-Cat rep076 1.1260143674461778
D750_11_10 lognorm wLogDate rep076 0.5207422772661854
D750_11_10 lognorm MD-Cat rep076 0.3989916669268554
D750_11_10 gamma wLogDate rep076 0.6041426658423584
D750_11_10 gamma MD-Cat rep076 0.4239691177674919
D750_11_10 exp wLogDate rep076 1.6884755517921426
D750_11_10 exp MD-Cat rep076 1.4963928720333377
D750_11_10 unif wLogDate rep077 0.9426220441764988
D750_11_10 unif MD-Cat rep077 1.060851914359563
D750_11_10 lognorm wLogDate rep077 0.35142172364677665
D750_11_10 lognorm MD-Cat rep077 0.35899802999817065
D750_11_10 gamma wLogDate rep077 0.3871110731047275
D750_11_10 gamma MD-Cat rep077 0.4664055930414192
D750_11_10 exp wLogDate rep077 1.5292472184827175
D750_11_10 exp MD-Cat rep077 1.5214919110882863
D750_11_10 unif wLogDate rep078 1.430882765938764
D750_11_10 unif MD-Cat rep078 1.0158223575468739
D750_11_10 lognorm wLogDate rep078 0.34993647053599547
D750_11_10 lognorm MD-Cat rep078 0.39386104881506356
D750_11_10 gamma wLogDate rep078 0.39012862677808385
D750_11_10 gamma MD-Cat rep078 0.4870730275334884
D750_11_10 exp wLogDate rep078 1.9279457448158335
D750_11_10 exp MD-Cat rep078 1.4652105536613778
D750_11_10 unif wLogDate rep079 1.0273387337709214
D750_11_10 unif MD-Cat rep079 1.063903135972853
D750_11_10 lognorm wLogDate rep079 0.32468192527081474
D750_11_10 lognorm MD-Cat rep079 0.3704973142611549
D750_11_10 gamma wLogDate rep079 0.6638782281535747
D750_11_10 gamma MD-Cat rep079 0.385356078806887
D750_11_10 exp wLogDate rep079 1.5280709601181215
D750_11_10 exp MD-Cat rep079 1.4058752070009712
D750_11_10 unif wLogDate rep080 0.8814036671559137
D750_11_10 unif MD-Cat rep080 1.2142367190371095
D750_11_10 lognorm wLogDate rep080 0.6990935713182072
D750_11_10 lognorm MD-Cat rep080 0.3488887167894896
D750_11_10 gamma wLogDate rep080 0.38105159442787606
D750_11_10 gamma MD-Cat rep080 0.42061733645396765
D750_11_10 exp wLogDate rep080 1.9798182692017918
D750_11_10 exp MD-Cat rep080 1.6793561713099971
D750_11_10 unif wLogDate rep081 1.326418708071932
D750_11_10 unif MD-Cat rep081 1.2625668065356765
D750_11_10 lognorm wLogDate rep081 0.37898046211106245
D750_11_10 lognorm MD-Cat rep081 0.3733127453593762
D750_11_10 gamma wLogDate rep081 0.7253202180889394
D750_11_10 gamma MD-Cat rep081 0.48832009250597563
D750_11_10 exp wLogDate rep081 1.811120060910943
D750_11_10 exp MD-Cat rep081 1.4749131919821108
D750_11_10 unif wLogDate rep082 0.9913403401590387
D750_11_10 unif MD-Cat rep082 1.209897690377818
D750_11_10 lognorm wLogDate rep082 0.3895166342105954
D750_11_10 lognorm MD-Cat rep082 0.4209889458886268
D750_11_10 gamma wLogDate rep082 0.3907486369457555
D750_11_10 gamma MD-Cat rep082 0.46658802699628615
D750_11_10 exp wLogDate rep082 1.6646238801629654
D750_11_10 exp MD-Cat rep082 1.439031280043061
D750_11_10 unif wLogDate rep083 1.2338705021042495
D750_11_10 unif MD-Cat rep083 1.0020686247322776
D750_11_10 lognorm wLogDate rep083 0.41250190015604976
D750_11_10 lognorm MD-Cat rep083 0.3852346670668726
D750_11_10 gamma wLogDate rep083 0.3857466876869165
D750_11_10 gamma MD-Cat rep083 0.4256246413668034
D750_11_10 exp wLogDate rep083 1.5594537505584103
D750_11_10 exp MD-Cat rep083 1.5262172739015423
D750_11_10 unif wLogDate rep084 1.01770098164038
D750_11_10 unif MD-Cat rep084 1.1536888475355043
D750_11_10 lognorm wLogDate rep084 0.39474182199612684
D750_11_10 lognorm MD-Cat rep084 0.45217760251529365
D750_11_10 gamma wLogDate rep084 0.40683974695302993
D750_11_10 gamma MD-Cat rep084 0.4503244489580504
D750_11_10 exp wLogDate rep084 1.4624392100307013
D750_11_10 exp MD-Cat rep084 1.4441075946917323
D750_11_10 unif wLogDate rep085 0.9744574329707295
D750_11_10 unif MD-Cat rep085 1.0854274878012484
D750_11_10 lognorm wLogDate rep085 0.3628290924262568
D750_11_10 lognorm MD-Cat rep085 0.4017062890716773
D750_11_10 gamma wLogDate rep085 0.6828418214947141
D750_11_10 gamma MD-Cat rep085 0.44071573308024786
D750_11_10 exp wLogDate rep085 1.5600685156165717
D750_11_10 exp MD-Cat rep085 1.4383159908640113
D750_11_10 unif wLogDate rep086 0.9105925821352262
D750_11_10 unif MD-Cat rep086 1.0502340503085665
D750_11_10 lognorm wLogDate rep086 0.3351220128633584
D750_11_10 lognorm MD-Cat rep086 0.3779234396216426
D750_11_10 gamma wLogDate rep086 0.3725476091145335
D750_11_10 gamma MD-Cat rep086 0.43722202313778913
D750_11_10 exp wLogDate rep086 1.293645713599619
D750_11_10 exp MD-Cat rep086 1.2643378406518895
D750_11_10 unif wLogDate rep087 0.8549991607022446
D750_11_10 unif MD-Cat rep087 1.116074668018373
D750_11_10 lognorm wLogDate rep087 0.3763041425504359
D750_11_10 lognorm MD-Cat rep087 0.3938242696460215
D750_11_10 gamma wLogDate rep087 0.41624688717013403
D750_11_10 gamma MD-Cat rep087 0.5155307548842258
D750_11_10 exp wLogDate rep087 1.4632915529287027
D750_11_10 exp MD-Cat rep087 1.1970636416041645
D750_11_10 unif wLogDate rep088 1.098370075759545
D750_11_10 unif MD-Cat rep088 1.1318084918912543
D750_11_10 lognorm wLogDate rep088 0.32383094991853345
D750_11_10 lognorm MD-Cat rep088 0.36531475648173306
D750_11_10 gamma wLogDate rep088 0.4303281573396685
D750_11_10 gamma MD-Cat rep088 0.4853460072604295
D750_11_10 exp wLogDate rep088 1.378101111231039
D750_11_10 exp MD-Cat rep088 1.1598026753787454
D750_11_10 unif wLogDate rep089 1.0401853593169164
D750_11_10 unif MD-Cat rep089 1.2097065223462677
D750_11_10 lognorm wLogDate rep089 0.334134088803617
D750_11_10 lognorm MD-Cat rep089 0.3214454120459191
D750_11_10 gamma wLogDate rep089 0.37667046485464045
D750_11_10 gamma MD-Cat rep089 0.391295299656961
D750_11_10 exp wLogDate rep089 1.3071821836407644
D750_11_10 exp MD-Cat rep089 1.5699366338577752
D750_11_10 unif wLogDate rep090 0.9965265942953921
D750_11_10 unif MD-Cat rep090 1.177202005153224
D750_11_10 lognorm wLogDate rep090 0.3562049604794291
D750_11_10 lognorm MD-Cat rep090 0.4422249579305001
D750_11_10 gamma wLogDate rep090 0.420942707682522
D750_11_10 gamma MD-Cat rep090 0.5028647387772788
D750_11_10 exp wLogDate rep090 1.6688627273157757
D750_11_10 exp MD-Cat rep090 1.2719074307139204
D750_11_10 unif wLogDate rep091 1.0759902939471513
D750_11_10 unif MD-Cat rep091 0.8951236035427927
D750_11_10 lognorm wLogDate rep091 0.4002254345343508
D750_11_10 lognorm MD-Cat rep091 0.39328008653784535
D750_11_10 gamma wLogDate rep091 0.3789308918799307
D750_11_10 gamma MD-Cat rep091 0.44333063862799654
D750_11_10 exp wLogDate rep091 1.7858693137954162
D750_11_10 exp MD-Cat rep091 1.697458217670386
D750_11_10 unif wLogDate rep092 1.0819895053254032
D750_11_10 unif MD-Cat rep092 1.277019727952111
D750_11_10 lognorm wLogDate rep092 0.35315910709161596
D750_11_10 lognorm MD-Cat rep092 0.33193817894732863
D750_11_10 gamma wLogDate rep092 0.3272339650099723
D750_11_10 gamma MD-Cat rep092 0.3743543663635912
D750_11_10 exp wLogDate rep092 1.4060278797493273
D750_11_10 exp MD-Cat rep092 1.4308661719717273
D750_11_10 unif wLogDate rep093 1.3042297434076762
D750_11_10 unif MD-Cat rep093 1.3110578131048294
D750_11_10 lognorm wLogDate rep093 0.6537121375370728
D750_11_10 lognorm MD-Cat rep093 0.38769227367928905
D750_11_10 gamma wLogDate rep093 0.38772965774639984
D750_11_10 gamma MD-Cat rep093 0.39552639883834756
D750_11_10 exp wLogDate rep093 1.7482103317678896
D750_11_10 exp MD-Cat rep093 1.098294600653861
D750_11_10 unif wLogDate rep094 1.3143698928555192
D750_11_10 unif MD-Cat rep094 1.0324723970362795
D750_11_10 lognorm wLogDate rep094 0.34455303761671857
D750_11_10 lognorm MD-Cat rep094 0.3586290523123812
D750_11_10 gamma wLogDate rep094 0.37829109155532714
D750_11_10 gamma MD-Cat rep094 0.4234917142037965
D750_11_10 exp wLogDate rep094 1.8093032699602354
D750_11_10 exp MD-Cat rep094 1.3343253331462226
D750_11_10 unif wLogDate rep095 0.7831517572030567
D750_11_10 unif MD-Cat rep095 0.9394437275112757
D750_11_10 lognorm wLogDate rep095 0.3616326563033782
D750_11_10 lognorm MD-Cat rep095 0.37546673290894095
D750_11_10 gamma wLogDate rep095 0.4186511086655807
D750_11_10 gamma MD-Cat rep095 0.46132134016226906
D750_11_10 exp wLogDate rep095 1.6521598547421559
D750_11_10 exp MD-Cat rep095 1.3781507833192252
D750_11_10 unif wLogDate rep096 1.325058038538787
D750_11_10 unif MD-Cat rep096 1.2739645418151841
D750_11_10 lognorm wLogDate rep096 0.3464830560292818
D750_11_10 lognorm MD-Cat rep096 0.41827795173941795
D750_11_10 gamma wLogDate rep096 0.4149177989380587
D750_11_10 gamma MD-Cat rep096 0.48765922060645517
D750_11_10 exp wLogDate rep096 1.3069189379734396
D750_11_10 exp MD-Cat rep096 1.4346573827242783
D750_11_10 unif wLogDate rep097 0.8473658950206424
D750_11_10 unif MD-Cat rep097 0.9265580731434657
D750_11_10 lognorm wLogDate rep097 0.37168163913851227
D750_11_10 lognorm MD-Cat rep097 0.45346952668897605
D750_11_10 gamma wLogDate rep097 0.6889188564443786
D750_11_10 gamma MD-Cat rep097 0.5402753870178733
D750_11_10 exp wLogDate rep097 1.7845408418343476
D750_11_10 exp MD-Cat rep097 1.2255422074792366
D750_11_10 unif wLogDate rep098 0.9051671204414499
D750_11_10 unif MD-Cat rep098 0.8861887255683495
D750_11_10 lognorm wLogDate rep098 0.6806055899858762
D750_11_10 lognorm MD-Cat rep098 0.3913566178310689
D750_11_10 gamma wLogDate rep098 0.43859815173698385
D750_11_10 gamma MD-Cat rep098 0.4700059442223657
D750_11_10 exp wLogDate rep098 1.421719616335975
D750_11_10 exp MD-Cat rep098 1.5326664879885752
D750_11_10 unif wLogDate rep099 0.686046782724327
D750_11_10 unif MD-Cat rep099 0.8766330836266035
D750_11_10 lognorm wLogDate rep099 0.38021744785785455
D750_11_10 lognorm MD-Cat rep099 0.39159480575651345
D750_11_10 gamma wLogDate rep099 0.3767083221427978
D750_11_10 gamma MD-Cat rep099 0.3957538049583112
D750_11_10 exp wLogDate rep099 1.672364892468144
D750_11_10 exp MD-Cat rep099 1.2302171243431013
D750_11_10 unif wLogDate rep100 1.0593400164800408
D750_11_10 unif MD-Cat rep100 0.9642623848817165
D750_11_10 lognorm wLogDate rep100 0.6035412180146037
D750_11_10 lognorm MD-Cat rep100 0.4468022423700551
D750_11_10 gamma wLogDate rep100 0.5810866707894267
D750_11_10 gamma MD-Cat rep100 0.48795920521864156
D750_11_10 exp wLogDate rep100 1.6470463965828928
D750_11_10 exp MD-Cat rep100 1.2732325770414974
D750_3_25 unif wLogDate rep001 0.7484381579774548
D750_3_25 unif MD-Cat rep001 0.9678489100465528
D750_3_25 lognorm wLogDate rep001 0.4481836628404674
D750_3_25 lognorm MD-Cat rep001 0.5466936304196408
D750_3_25 gamma wLogDate rep001 0.3453796554387876
D750_3_25 gamma MD-Cat rep001 0.3838458470715852
D750_3_25 exp wLogDate rep001 1.5168255857877144
D750_3_25 exp MD-Cat rep001 1.4790874568279506
D750_3_25 unif wLogDate rep002 1.0172509904284355
D750_3_25 unif MD-Cat rep002 0.9359663984273008
D750_3_25 lognorm wLogDate rep002 0.3432727853755518
D750_3_25 lognorm MD-Cat rep002 0.36729760292017116
D750_3_25 gamma wLogDate rep002 0.3613203577831127
D750_3_25 gamma MD-Cat rep002 0.453275994069928
D750_3_25 exp wLogDate rep002 1.646340517317626
D750_3_25 exp MD-Cat rep002 1.5052066850108425
D750_3_25 unif wLogDate rep003 0.9439378895826166
D750_3_25 unif MD-Cat rep003 0.887181654782046
D750_3_25 lognorm wLogDate rep003 0.32819807188016376
D750_3_25 lognorm MD-Cat rep003 0.464921881169686
D750_3_25 gamma wLogDate rep003 0.34048448133073367
D750_3_25 gamma MD-Cat rep003 0.40168511016472347
D750_3_25 exp wLogDate rep003 1.177135570563248
D750_3_25 exp MD-Cat rep003 1.2474170916765706
D750_3_25 unif wLogDate rep004 1.5743910849317635
D750_3_25 unif MD-Cat rep004 1.2168092375735822
D750_3_25 lognorm wLogDate rep004 0.36922670771313
D750_3_25 lognorm MD-Cat rep004 0.44398557647215553
D750_3_25 gamma wLogDate rep004 0.37260824929925346
D750_3_25 gamma MD-Cat rep004 0.44951132610088673
D750_3_25 exp wLogDate rep004 1.2542568937130991
D750_3_25 exp MD-Cat rep004 1.4938539523521337
D750_3_25 unif wLogDate rep005 1.3145774103267684
D750_3_25 unif MD-Cat rep005 0.9817328178159432
D750_3_25 lognorm wLogDate rep005 0.5083582747861821
D750_3_25 lognorm MD-Cat rep005 0.4540509922723729
D750_3_25 gamma wLogDate rep005 0.508568079713592
D750_3_25 gamma MD-Cat rep005 0.5293933527515104
D750_3_25 exp wLogDate rep005 1.6063239747281415
D750_3_25 exp MD-Cat rep005 1.763795191108229
D750_3_25 unif wLogDate rep006 1.2745130535393934
D750_3_25 unif MD-Cat rep006 1.118057470552009
D750_3_25 lognorm wLogDate rep006 0.5764958249363608
D750_3_25 lognorm MD-Cat rep006 0.5201204109588506
D750_3_25 gamma wLogDate rep006 0.32913426364773773
D750_3_25 gamma MD-Cat rep006 0.4167571951374431
D750_3_25 exp wLogDate rep006 1.133455726197729
D750_3_25 exp MD-Cat rep006 1.172137830083279
D750_3_25 unif wLogDate rep007 1.26180354413859
D750_3_25 unif MD-Cat rep007 1.3381728894083307
D750_3_25 lognorm wLogDate rep007 0.3543937573189784
D750_3_25 lognorm MD-Cat rep007 0.4999090528307818
D750_3_25 gamma wLogDate rep007 0.3588107532206157
D750_3_25 gamma MD-Cat rep007 0.4245627967069594
D750_3_25 exp wLogDate rep007 1.2871777510921045
D750_3_25 exp MD-Cat rep007 1.2417170503720047
D750_3_25 unif wLogDate rep008 0.8865093549161793
D750_3_25 unif MD-Cat rep008 0.8303288065809894
D750_3_25 lognorm wLogDate rep008 0.4150532657317802
D750_3_25 lognorm MD-Cat rep008 0.43932687491330497
D750_3_25 gamma wLogDate rep008 0.3415076534535414
D750_3_25 gamma MD-Cat rep008 0.39118461356814244
D750_3_25 exp wLogDate rep008 1.1549405702828168
D750_3_25 exp MD-Cat rep008 1.1081822845886837
D750_3_25 unif wLogDate rep009 0.835815747919294
D750_3_25 unif MD-Cat rep009 1.1603249230706352
D750_3_25 lognorm wLogDate rep009 0.3841935707648236
D750_3_25 lognorm MD-Cat rep009 0.39221253772216835
D750_3_25 gamma wLogDate rep009 0.4380624580000699
D750_3_25 gamma MD-Cat rep009 0.5783125218505051
D750_3_25 exp wLogDate rep009 1.4885998749705538
D750_3_25 exp MD-Cat rep009 1.6682660892925032
D750_3_25 unif wLogDate rep010 1.2848427138653156
D750_3_25 unif MD-Cat rep010 0.9699425168532131
D750_3_25 lognorm wLogDate rep010 0.3447238036759784
D750_3_25 lognorm MD-Cat rep010 0.4798248840818669
D750_3_25 gamma wLogDate rep010 0.4628497442094868
D750_3_25 gamma MD-Cat rep010 0.6302374203927368
D750_3_25 exp wLogDate rep010 2.307907764239016
D750_3_25 exp MD-Cat rep010 1.472047553541075
D750_3_25 unif wLogDate rep011 1.801837784659042
D750_3_25 unif MD-Cat rep011 1.043643505250787
D750_3_25 lognorm wLogDate rep011 0.3778201262175676
D750_3_25 lognorm MD-Cat rep011 0.5019664410638827
D750_3_25 gamma wLogDate rep011 0.3463344588404023
D750_3_25 gamma MD-Cat rep011 0.45701368707093853
D750_3_25 exp wLogDate rep011 1.3156351271547317
D750_3_25 exp MD-Cat rep011 1.5016866045562378
